Tweet,Date Created,Subjectivity,Polarity,Sentiment
"BREAKING: Confirmed coronavirus infections worldwide pass 105,000",2020-03-08 10:40:22,1.0,0.4,positive
BREAKING: Iran coronavirus death toll rises to 194,2020-03-08 10:39:34,0.0,0.0,neutral
BREAKING: First cases of coronavirus in Bangladesh,2020-03-08 10:38:59,0.3333333333333333,0.25,positive
JUST IN: Four new coronavirus cases in Saudi Arabia,2020-03-08 09:10:27,0.45454545454545453,0.13636363636363635,positive
JUST IN: Bahrain Grand Prix to be participant-only due to coronavirus,2020-03-08 08:09:52,0.6875,0.1875,positive
"JUST IN: The Grand Princess cruise ship, carrying several coronavirus patients, will dock in the Port of Oakland in coming hours.",2020-03-08 06:05:41,0.5,0.25,positive
"BREAKING: Italy is set to close down cinemas, museums and theatres across the country amid coronavirus outbreak",2020-03-08 05:13:09,0.0,0.0,neutral
JUST IN: Vermont reports first case of coronavirus,2020-03-08 03:46:22,0.3333333333333333,0.25,positive
BREAKING: Italy's Prime Minister signs decree that will put fourteen provinces on lockdown amid coronavirus outbreak,2020-03-08 03:26:41,0.0,0.0,neutral
JUST IN: Missouri reports first case of coronavirus,2020-03-08 01:12:12,0.3333333333333333,0.25,positive
JUST IN: Kansas and Virginia report first cases of coronavirus,2020-03-08 00:55:33,0.3333333333333333,0.25,positive
JUST IN: 27 new coronavirus deaths in China,2020-03-08 00:45:00,0.45454545454545453,0.13636363636363635,positive
JUST IN: 45 new cases of coronavirus in New York today,2020-03-07 23:35:22,0.45454545454545453,0.13636363636363635,positive
"BREAKING: First coronavirus death in Argentina, the first in South America",2020-03-07 22:45:06,0.3333333333333333,0.25,positive
JUST IN: First case of coronavirus in Washington D.C.,2020-03-07 22:44:36,0.3333333333333333,0.25,positive
JUST IN:  First cases of coronavirus in Bulgaria,2020-03-07 22:32:41,0.3333333333333333,0.25,positive
JUST IN: Six new coronavirus cases in San Francisco,2020-03-07 21:45:56,0.45454545454545453,0.13636363636363635,positive
JUST IN: South Africa's second case of coronavirus has been confirmed,2020-03-07 11:22:32,0.5,0.2,positive
